taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF015181	AF015181	9356342	ncbi-nuccore-srlv	SRLV	CA680	France	1	B	1994
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF402664	AF402664	-	ncbi-nuccore-srlv	SRLV	-	Brazil	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF402665	AF402665	-	ncbi-nuccore-srlv	SRLV	-	Brazil	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF402666	AF402666	-	ncbi-nuccore-srlv	SRLV	-	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF402667	AF402667	-	ncbi-nuccore-srlv	SRLV	-	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AF402668	AF402668	-	ncbi-nuccore-srlv	SRLV	-	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AJ305040	AJ305040	11551652	ncbi-nuccore-srlv	SRLV	CAEV Br/UFRGS-4/C18	Brazil	1	B	1991
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AJ305041	AJ305041	11551652	ncbi-nuccore-srlv	SRLV	CAEV Br/UFRGS-5/C47	Brazil	1	B	1991
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AJ305042	AJ305042	11551652	ncbi-nuccore-srlv	SRLV	CAEV Br/UFRGS-2/C767	Brazil	1	B	1989
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044803	AY044803	12093681	ncbi-nuccore-srlv	SRLV	It128	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044804	AY044804	12093681	ncbi-nuccore-srlv	SRLV	It1Pisa	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044805	AY044805	12093681	ncbi-nuccore-srlv	SRLV	It172	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044806	AY044806	12093681	ncbi-nuccore-srlv	SRLV	It2038	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044807	AY044807	12093681	ncbi-nuccore-srlv	SRLV	It169	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044808	AY044808	12093681	ncbi-nuccore-srlv	SRLV	It170	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044809	AY044809	12093681	ncbi-nuccore-srlv	SRLV	It285	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY044810	AY044810	12093681	ncbi-nuccore-srlv	SRLV	It585	Italy	1	B	2001
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY081139	AY081139	-	ncbi-nuccore-srlv	SRLV	BR-UFMG/PL1	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY101347	AY101347	-	ncbi-nuccore-srlv	SRLV	BR-UFMG/PL2	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY101348	AY101348	-	ncbi-nuccore-srlv	SRLV	BR-UFMG/PL3	Brazil	1	B	-
alignment/AL_SRLV_B1/member/ncbi-refseqs-srlv/AY900630	AY900630	-	ncbi-refseqs-srlv	SRLV	gansu	China	1	B	1992
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256640	DL256640	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256651	DL256651	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256652	DL256652	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256653	DL256653	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256655	DL256655	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256656	DL256656	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256657	DL256657	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256658	DL256658	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256659	DL256659	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256660	DL256660	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256661	DL256661	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256662	DL256662	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256663	DL256663	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256664	DL256664	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256665	DL256665	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256667	DL256667	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256668	DL256668	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256669	DL256669	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256670	DL256670	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256671	DL256671	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256672	DL256672	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256673	DL256673	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256676	DL256676	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256679	DL256679	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256680	DL256680	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256681	DL256681	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256683	DL256683	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256684	DL256684	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256685	DL256685	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256686	DL256686	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256687	DL256687	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256694	DL256694	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/EU010120	EU010120	18024912	ncbi-nuccore-srlv	SRLV	It-047g05	Italy	1	B	2006
